subject_id	source_language	translation_language	predicate_id	source_value	translation_status	translation_value
MP:0004196	en	ja	rdfs:label	abnormal prenatal growth/weight/body size	OFFICIAL	出生前成長・体重・サイズの異常
MP:0004197	en	ja	rdfs:label	abnormal fetal growth/weight/body size	OFFICIAL	胎仔成長・体重・サイズの異常
MP:0004198	en	ja	rdfs:label	abnormal fetal size	OFFICIAL	胎仔サイズの異常
MP:0004199	en	ja	rdfs:label	increased fetal size	OFFICIAL	胎仔サイズの肥大
MP:0004200	en	ja	rdfs:label	decreased fetal size	OFFICIAL	胎仔サイズの減少
MP:0004201	en	ja	rdfs:label	fetal growth retardation	OFFICIAL	胎仔の成長遅延
MP:0004202	en	ja	rdfs:label	pulmonary hyperplasia	OFFICIAL	肺の肥厚化
MP:0004203	en	ja	rdfs:label	abnormal cranial flexure morphology	OFFICIAL	胎性の中脳の脳屈(形態)異常
MP:0004204	en	ja	rdfs:label	absent stapes	OFFICIAL	アブミ骨の欠如
MP:0004205	en	ja	rdfs:label	absent hyoid bone	OFFICIAL	舌骨の欠如
MP:0004206	en	ja	rdfs:label	abnormal dermomyotome development	OFFICIAL	皮筋板の発生異常
MP:0004207	en	ja	rdfs:label	increased squamous cell carcinoma incidence	OFFICIAL	扁平上皮癌の発生率上昇
MP:0004208	en	ja	rdfs:label	increased basal cell carcinoma incidence	OFFICIAL	基底細胞癌
MP:0004209	en	ja	rdfs:label	abnormal sweet taste sensitivity	OFFICIAL	甘味感受性の異常
MP:0004210	en	ja	rdfs:label	abnormal bitter taste sensitivity	OFFICIAL	苦味感受性異常
MP:0004211	en	ja	rdfs:label	abnormal sour taste sensitivity	OFFICIAL	酸味感受性の異常
MP:0004212	en	ja	rdfs:label	abnormal salty taste sensitivity	OFFICIAL	塩味感受性の異常
MP:0004213	en	ja	rdfs:label	abnormal umami taste sensitivity	OFFICIAL	うまみ感受性の異常
MP:0004214	en	ja	rdfs:label	abnormal long bone diaphysis morphology	OFFICIAL	長骨骨幹の形態異常
MP:0004215	en	ja	rdfs:label	abnormal myocardial fiber physiology	OFFICIAL	心筋線維の生理異常
MP:0004216	en	ja	rdfs:label	salt-resistant hypertension	OFFICIAL	塩耐性高血圧
MP:0004217	en	ja	rdfs:label	salt-sensitive hypertension	OFFICIAL	塩感受性高血圧
MP:0004218	en	ja	rdfs:label	meiotic nondisjunction during M1 phase	OFFICIAL	減数分裂M１期の染色体不分離
MP:0004219	en	ja	rdfs:label	meiotic nondisjunction during M2 phase	OFFICIAL	減数分裂M２期の染色体不分離
MP:0004220	en	ja	rdfs:label	abnormal peripheral nervous system regeneration	OFFICIAL	末梢神経系の再生異常
MP:0004221	en	ja	rdfs:label	abnormal iridocorneal angle	OFFICIAL	虹彩角膜角の異常
MP:0004222	en	ja	rdfs:label	iris synechia	OFFICIAL	癒着
MP:0004223	en	ja	rdfs:label	hypoplastic trabecular meshwork	OFFICIAL	小柱網の再生不良
MP:0004224	en	ja	rdfs:label	absent trabecular meshwork	OFFICIAL	小柱網の欠如
MP:0004225	en	ja	rdfs:label	patent cardiac foramen ovale	OFFICIAL	卵円孔開存
MP:0004226	en	ja	rdfs:label	absent Schlemm's canal	OFFICIAL	シュレム管の欠如
MP:0004227	en	ja	rdfs:label	increased cellular sensitivity to ionizing radiation	OFFICIAL	細胞の電離放射線感受性上昇
MP:0004228	en	ja	rdfs:label	decreased cellular sensitivity to ionizing radiation	OFFICIAL	細胞の電離放射線感受性低下
MP:0004229	en	ja	rdfs:label	abnormal embryonic erythropoiesis	OFFICIAL	胎仔赤血球の新生異常
MP:0004230	en	ja	rdfs:label	abnormal embryonic erythrocyte morphology	OFFICIAL	胎仔赤血球の形態異常
MP:0004231	en	ja	rdfs:label	abnormal calcium ion homeostasis	OFFICIAL	カルシウムイオン恒常性異常
MP:0004232	en	ja	rdfs:label	decreased muscle weight	OFFICIAL	筋肉重量の減少
MP:0004233	en	ja	rdfs:label	abnormal muscle weight	OFFICIAL	筋肉重量の異常
MP:0004234	en	ja	rdfs:label	abnormal masticatory muscle morphology	OFFICIAL	咀嚼筋の形態異常
MP:0004235	en	ja	rdfs:label	abnormal masseter muscle morphology	OFFICIAL	咬筋の形態異常
MP:0004236	en	ja	rdfs:label	absent masseter muscle	OFFICIAL	咬筋の欠如
MP:0004237	en	ja	rdfs:label	abnormal pterygoid muscle morphology	OFFICIAL	翼状筋の形態異常
MP:0004238	en	ja	rdfs:label	absent pterygoid muscle	OFFICIAL	翼状筋の欠如
MP:0004239	en	ja	rdfs:label	abnormal temporalis muscle morphology	OFFICIAL	側頭筋の形態異常
MP:0004240	en	ja	rdfs:label	absent temporalis muscle	OFFICIAL	側頭筋の形態欠如
MP:0004241	en	ja	rdfs:label	acantholysis	OFFICIAL	棘融解
MP:0004242	en	ja	rdfs:label	abnormal plasmacytoid dendritic cell morphology	OFFICIAL	形質細胞様樹状細胞の形態異常
MP:0004243	en	ja	rdfs:label	abnormal motor nerve collateral sprouting	OFFICIAL	運動神経の発達異常
MP:0004244	en	ja	rdfs:label	abnormal miscarriage rate	OFFICIAL	流産率の異常
MP:0004245	en	ja	rdfs:label	genital hemorrhage	OFFICIAL	生殖器の出血
MP:0004246	en	ja	rdfs:label	abnormal extensor digitorum longus morphology	OFFICIAL	(肢の)長指伸筋の形態異常
MP:0004247	en	ja	rdfs:label	small pancreas	OFFICIAL	膵臓の矮小化
MP:0004248	en	ja	rdfs:label	abnormal epaxial muscle morphology	OFFICIAL	(筋板由来の)筋の形態異常
MP:0004249	en	ja	rdfs:label	abnormal crista ampullaris morphology	OFFICIAL	膨大部稜の形態異常
MP:0004250	en	ja	rdfs:label	tau protein deposits	OFFICIAL	タウタンパク質の沈着
MP:0004251	en	ja	rdfs:label	failure of heart looping	OFFICIAL	(心臓発生における)ループ化の失敗
MP:0004252	en	ja	rdfs:label	abnormal direction of heart looping	OFFICIAL	ループ形態形成の方向異常
MP:0004253	en	ja	rdfs:label	bifid atrial appendage	OFFICIAL	心耳の二分化
MP:0004254	en	ja	rdfs:label	cerebral amyloid angiopathy	OFFICIAL	脳のアミロイド血管障害
MP:0004255	en	ja	rdfs:label	abnormal spongiotrophoblast layer morphology	OFFICIAL	海綿状栄養膜層の形態異常
MP:0004256	en	ja	rdfs:label	abnormal maternal decidual layer morphology	OFFICIAL	母系脱落膜層の形態異常
MP:0004257	en	ja	rdfs:label	abnormal placenta weight	OFFICIAL	胎盤重量の異常
MP:0004258	en	ja	rdfs:label	abnormal placenta size	OFFICIAL	胎盤サイズの異常
MP:0004259	en	ja	rdfs:label	small placenta	OFFICIAL	胎盤の矮小化
MP:0004260	en	ja	rdfs:label	enlarged placenta	OFFICIAL	胎盤の肥大化
MP:0004261	en	ja	rdfs:label	abnormal embryonic neuroepithelium morphology	OFFICIAL	胎仔神経上皮の形態異常
MP:0004262	en	ja	rdfs:label	abnormal physical strength	OFFICIAL	身体物理的強度の異常
MP:0004263	en	ja	rdfs:label	abnormal limb posture	OFFICIAL	四肢異型
MP:0004264	en	ja	rdfs:label	abnormal extraembryonic tissue physiology	OFFICIAL	胚外組織の生理異常
MP:0004265	en	ja	rdfs:label	abnormal placental transport	OFFICIAL	胎盤輸送の異常
MP:0004266	en	ja	rdfs:label	pale placenta	OFFICIAL	蒼白色の胎盤
MP:0004267	en	ja	rdfs:label	abnormal optic tract morphology	OFFICIAL	視索の形態異常
MP:0004268	en	ja	rdfs:label	abnormal optic stalk morphology	OFFICIAL	眼柄の形態異常
MP:0004269	en	ja	rdfs:label	abnormal optic cup morphology	OFFICIAL	眼杯の形態異常
MP:0004270	en	ja	rdfs:label	analgesia	OFFICIAL	鎮痛
MP:0004272	en	ja	rdfs:label	abnormal basement membrane morphology	OFFICIAL	基底膜の形態異常
MP:0004273	en	ja	rdfs:label	abnormal basal lamina morphology	OFFICIAL	基底層形態異常
MP:0004274	en	ja	rdfs:label	abnormal embryonic/fetal subventricular zone morphology	OFFICIAL	胚性/胎生の脳室下帯形態異常
MP:0004275	en	ja	rdfs:label	abnormal postnatal subventricular zone morphology	OFFICIAL	出生後の脳室下帯形態異常
MP:0004276	en	ja	rdfs:label	abnormal medial ganglionic eminence morphology	OFFICIAL	淡蒼球原基の形態異常
MP:0004277	en	ja	rdfs:label	abnormal lateral ganglionic eminence morphology	OFFICIAL	線条体原基の形態異常
MP:0004278	en	ja	rdfs:label	abnormal caudal ganglionic eminence morphology	OFFICIAL	尾部神経節隆起の形態異常
MP:0004279	en	ja	rdfs:label	abnormal rostral migratory stream morphology	OFFICIAL	吻側遊走流の形態異常
MP:0004280	en	ja	rdfs:label	abnormal oculomotor nucleus morphology	OFFICIAL	動眼神経核の形態異常
MP:0004281	en	ja	rdfs:label	abnormal hypoglossal nucleus morphology	OFFICIAL	舌下神経核の形態異常
MP:0004282	en	ja	rdfs:label	retrognathia	OFFICIAL	下顎後退症
MP:0004283	en	ja	rdfs:label	absent corneal endothelium	OFFICIAL	角膜上皮の欠損
MP:0004284	en	ja	rdfs:label	abnormal Descemet membrane morphology	OFFICIAL	デスメ膜の形態異常
MP:0004285	en	ja	rdfs:label	absent Descemet membrane	OFFICIAL	デスメ膜の欠如
MP:0004286	en	ja	rdfs:label	abnormal internal auditory canal morphology	OFFICIAL	内耳道の異常
MP:0004287	en	ja	rdfs:label	abnormal spiral limbus morphology	OFFICIAL	らせん縁の形態異常
MP:0004288	en	ja	rdfs:label	abnormal spiral ligament morphology	OFFICIAL	らせん靭帯の形態異常
MP:0004289	en	ja	rdfs:label	abnormal bony labyrinth	OFFICIAL	骨迷路異常
MP:0004290	en	ja	rdfs:label	abnormal stapes footplate morphology	OFFICIAL	アブミ骨底の異常
MP:0004292	en	ja	rdfs:label	abnormal spiral ligament fibrocyte morphology	OFFICIAL	らせん靭帯線維細胞の形態異常
MP:0004293	en	ja	rdfs:label	abnormal type I spiral ligament fibrocytes	OFFICIAL	Ⅰ型らせん靭帯線維細胞の異常
MP:0004294	en	ja	rdfs:label	abnormal type II spiral ligament fibrocytes	OFFICIAL	Ⅱ型らせん靭帯線維細胞の異常
MP:0004295	en	ja	rdfs:label	abnormal type III spiral ligament fibrocytes	OFFICIAL	Ⅲ型らせん靭帯線維細胞の異常
MP:0004296	en	ja	rdfs:label	abnormal type IV spiral ligament fibrocytes	OFFICIAL	Ⅳ型らせん靭帯線維細胞の異常
MP:0004297	en	ja	rdfs:label	abnormal proprioceptive neuron morphology	OFFICIAL	固有受容性ニューロンの形態異常
MP:0004298	en	ja	rdfs:label	vestibular ganglion degeneration	OFFICIAL	前庭神経節の変性
MP:0004299	en	ja	rdfs:label	absent vestibular ganglion	OFFICIAL	前庭神経節の欠如
MP:0004300	en	ja	rdfs:label	abnormal organ of Corti supporting cell morphology	OFFICIAL	支持細胞の形態異常
MP:0004301	en	ja	rdfs:label	absent organ of Corti supporting cells	OFFICIAL	支持細胞の欠如
MP:0004302	en	ja	rdfs:label	abnormal Deiters cell morphology	OFFICIAL	ダイテルス細胞の形態異常
MP:0004303	en	ja	rdfs:label	abnormal Hensen cell morphology	OFFICIAL	ヘンゼン細胞の形態異常
MP:0004304	en	ja	rdfs:label	absent spiral limbus	OFFICIAL	らせん板縁の欠損
MP:0004305	en	ja	rdfs:label	abnormal Rosenthal canal morphology	OFFICIAL	ローゼンタール管の形態異常
MP:0004306	en	ja	rdfs:label	small Rosenthal canal	OFFICIAL	ローゼンタール管の矮小化
MP:0004307	en	ja	rdfs:label	absent Rosenthal canal	OFFICIAL	ローゼンタール管の欠如
MP:0004308	en	ja	rdfs:label	abnormal basilar membrane morphology	OFFICIAL	基底膜の異常
MP:0004309	en	ja	rdfs:label	absent otic vesicle	OFFICIAL	耳胞の欠如
MP:0004310	en	ja	rdfs:label	small otic vesicle	OFFICIAL	耳胞の矮小化
MP:0004311	en	ja	rdfs:label	otic vesicle hypoplasia	OFFICIAL	耳胞の発育不全
MP:0004312	en	ja	rdfs:label	absent pillar cells	OFFICIAL	柱細胞の欠如
MP:0004313	en	ja	rdfs:label	absent vestibulocochlear ganglion	OFFICIAL	前庭蝸牛神経節の欠如
MP:0004314	en	ja	rdfs:label	absent inner ear vestibule	OFFICIAL	内耳前庭の欠如
MP:0004315	en	ja	rdfs:label	absent vestibular saccule	OFFICIAL	球形嚢の欠如
MP:0004316	en	ja	rdfs:label	enlarged vestibular saccule	OFFICIAL	球形嚢の肥大化
MP:0004317	en	ja	rdfs:label	small vestibular saccule	OFFICIAL	球形嚢の矮小化
MP:0004318	en	ja	rdfs:label	absent incus	OFFICIAL	砧骨の欠如
MP:0004319	en	ja	rdfs:label	absent malleus	OFFICIAL	槌骨の欠如
MP:0004320	en	ja	rdfs:label	split sternum	OFFICIAL	胸骨の開裂
MP:0004321	en	ja	rdfs:label	short sternum	OFFICIAL	胸骨の短縮
MP:0004322	en	ja	rdfs:label	abnormal sternebra morphology	OFFICIAL	胸骨分節の形態異常
MP:0004323	en	ja	rdfs:label	sternum hypoplasia	OFFICIAL	胸骨の発育不全
MP:0004324	en	ja	rdfs:label	vestibular hair cell degeneration	OFFICIAL	前庭有毛細胞の変性
MP:0004325	en	ja	rdfs:label	absent vestibular hair cells	OFFICIAL	前庭有毛細胞の欠如
MP:0004326	en	ja	rdfs:label	abnormal vestibular hair cell number	OFFICIAL	前庭有毛細胞数の異常
MP:0004327	en	ja	rdfs:label	increased vestibular hair cell number	OFFICIAL	前庭有毛細胞数の増加
MP:0004328	en	ja	rdfs:label	decreased vestibular hair cell number	OFFICIAL	前庭有毛細胞数の減少
MP:0004329	en	ja	rdfs:label	vestibular saccular degeneration	OFFICIAL	球形嚢の変性
MP:0004330	en	ja	rdfs:label	abnormal vestibular saccular macula morphology	OFFICIAL	球形嚢斑の形態異常
MP:0004331	en	ja	rdfs:label	vestibular saccular macula degeneration	OFFICIAL	球形嚢斑の縮退
MP:0004332	en	ja	rdfs:label	utricular degeneration	OFFICIAL	卵形嚢の縮退
MP:0004333	en	ja	rdfs:label	abnormal utricular macula morphology	OFFICIAL	卵形嚢斑の形態異常
MP:0004334	en	ja	rdfs:label	utricular macular degeneration	OFFICIAL	卵形嚢の黄斑変性症
MP:0004335	en	ja	rdfs:label	enlarged utricle	OFFICIAL	卵形嚢の肥大化
MP:0004336	en	ja	rdfs:label	small utricle	OFFICIAL	卵形嚢の矮小化
MP:0004337	en	ja	rdfs:label	clavicle hypoplasia	OFFICIAL	鎖骨の発育不全
MP:0004338	en	ja	rdfs:label	small clavicle	OFFICIAL	鎖骨の矮小化
MP:0004339	en	ja	rdfs:label	absent clavicle	OFFICIAL	鎖骨の欠損
MP:0004340	en	ja	rdfs:label	short scapula	OFFICIAL	肩甲骨の短縮
MP:0004341	en	ja	rdfs:label	absent scapula	OFFICIAL	肩甲骨の欠如
MP:0004342	en	ja	rdfs:label	scapular bone foramen	OFFICIAL	肩甲骨孔
MP:0004343	en	ja	rdfs:label	small scapula	OFFICIAL	肩甲骨の矮小化
MP:0004344	en	ja	rdfs:label	scapular bone hypoplasia	OFFICIAL	肩甲骨の発育不全
MP:0004345	en	ja	rdfs:label	abnormal acromion morphology	OFFICIAL	肩峰形態異常
MP:0004346	en	ja	rdfs:label	absent acromion	OFFICIAL	肩峰の欠損
MP:0004347	en	ja	rdfs:label	abnormal scapular spine morphology	OFFICIAL	肩甲棘の形態異常
MP:0004348	en	ja	rdfs:label	long femur	OFFICIAL	大腿骨の伸長
MP:0004349	en	ja	rdfs:label	absent femur	OFFICIAL	大腿骨の欠如
MP:0004350	en	ja	rdfs:label	long humerus	OFFICIAL	上腕骨の伸長
MP:0004351	en	ja	rdfs:label	short humerus	OFFICIAL	上腕骨の短縮
MP:0004352	en	ja	rdfs:label	absent humerus	OFFICIAL	上腕骨の欠如
MP:0004353	en	ja	rdfs:label	abnormal deltoid tuberosity morphology	OFFICIAL	三角筋粗面の形態異常
MP:0004354	en	ja	rdfs:label	absent deltoid tuberosity	OFFICIAL	三角筋粗面の欠如
MP:0004355	en	ja	rdfs:label	short radius	OFFICIAL	橈骨の短縮
MP:0004356	en	ja	rdfs:label	radius hypoplasia	OFFICIAL	橈骨の発育不全
MP:0004357	en	ja	rdfs:label	long tibia	OFFICIAL	頸骨の伸長
MP:0004358	en	ja	rdfs:label	bowed tibia	OFFICIAL	頚骨の湾曲
MP:0004359	en	ja	rdfs:label	short ulna	OFFICIAL	尺骨の短縮
MP:0004360	en	ja	rdfs:label	absent ulna	OFFICIAL	尺骨の欠如
MP:0004361	en	ja	rdfs:label	bowed ulna	OFFICIAL	尺骨の湾曲
MP:0004362	en	ja	rdfs:label	cochlear hair cell degeneration	OFFICIAL	蝸牛有毛細胞の変性
MP:0004363	en	ja	rdfs:label	stria vascularis degeneration	OFFICIAL	血管条の縮退
MP:0004364	en	ja	rdfs:label	thin stria vascularis	OFFICIAL	血管条の薄化
MP:0004365	en	ja	rdfs:label	abnormal strial basal cell morphology	OFFICIAL	基底線条細胞の異常
MP:0004366	en	ja	rdfs:label	abnormal strial marginal cell morphology	OFFICIAL	線条縁細胞の異常
MP:0004367	en	ja	rdfs:label	abnormal strial intermediate cell morphology	OFFICIAL	線条中間細胞の異常
MP:0004368	en	ja	rdfs:label	abnormal stria vascularis vasculature morphology	OFFICIAL	血管条の脈管構造異常
MP:0004369	en	ja	rdfs:label	absent utricle	OFFICIAL	卵形嚢の欠如
MP:0004370	en	ja	rdfs:label	long ulna	OFFICIAL	尺骨の伸長
MP:0004371	en	ja	rdfs:label	bowed femur	OFFICIAL	大腿骨の湾曲
MP:0004372	en	ja	rdfs:label	bowed fibula	OFFICIAL	腓骨の湾曲
MP:0004373	en	ja	rdfs:label	bowed humerus	OFFICIAL	上腕骨の湾曲
MP:0004374	en	ja	rdfs:label	bowed radius	OFFICIAL	橈骨の湾曲
MP:0004375	en	ja	rdfs:label	enlarged frontal bone	OFFICIAL	前頭骨の肥大化
MP:0004376	en	ja	rdfs:label	absent frontal bone	OFFICIAL	前頭骨の欠如
MP:0004377	en	ja	rdfs:label	small frontal bone	OFFICIAL	前頭骨の矮小化
MP:0004378	en	ja	rdfs:label	frontal bone foramen	OFFICIAL	前頭骨孔
MP:0004379	en	ja	rdfs:label	wide frontal bone	OFFICIAL	前頭骨幅の拡大
MP:0004380	en	ja	rdfs:label	short frontal bone	OFFICIAL	前頭骨の短縮
MP:0004381	en	ja	rdfs:label	abnormal hair follicle melanocyte morphology	OFFICIAL	毛包メラニン形成細胞の形態異常
MP:0004382	en	ja	rdfs:label	abnormal hair follicle melanogenesis	OFFICIAL	毛胞メラニン形成異常
MP:0004383	en	ja	rdfs:label	absent interparietal bone	OFFICIAL	頭頂間骨の欠如
MP:0004384	en	ja	rdfs:label	small interparietal bone	OFFICIAL	頭頂間骨の矮小化
MP:0004385	en	ja	rdfs:label	interparietal bone hypoplasia	OFFICIAL	頭頂間骨の発育不全
MP:0004386	en	ja	rdfs:label	enlarged interparietal bone	OFFICIAL	頭頂間骨の肥大化
MP:0004387	en	ja	rdfs:label	abnormal prechordal plate morphology	OFFICIAL	前索板の形態異常
MP:0004388	en	ja	rdfs:label	absent prechordal plate	OFFICIAL	前索板の欠損
MP:0004389	en	ja	rdfs:label	abnormal respiratory bronchiole morphology	OFFICIAL	呼吸細気管支の形態異常
MP:0004390	en	ja	rdfs:label	abnormal bronchoalveolar duct junction morphology	OFFICIAL	気管支肺胞管接合部形態異常
MP:0004391	en	ja	rdfs:label	abnormal respiratory conducting tube morphology	OFFICIAL	呼吸伝導管の異常
MP:0004392	en	ja	rdfs:label	abnormal CD8-positive, alpha-beta T cell physiology	OFFICIAL	CD8陽性T細胞の生理異常
MP:0004393	en	ja	rdfs:label	abnormal cochlear inner hair cell morphology	OFFICIAL	蝸牛内耳有毛細胞の形態異常
MP:0004394	en	ja	rdfs:label	abnormal cochlear inner hair cell number	OFFICIAL	蝸牛内耳有毛細胞数の異常
MP:0004395	en	ja	rdfs:label	increased cochlear inner hair cell number	OFFICIAL	蝸牛内耳有毛細胞数の増加
MP:0004396	en	ja	rdfs:label	decreased cochlear inner hair cell number	OFFICIAL	蝸牛内耳有毛細胞数の減少
MP:0004397	en	ja	rdfs:label	absent cochlear inner hair cells	OFFICIAL	蝸牛内耳有毛細胞の欠損
MP:0004398	en	ja	rdfs:label	cochlear inner hair cell degeneration	OFFICIAL	蝸牛内耳有毛細胞の変性
MP:0004399	en	ja	rdfs:label	abnormal cochlear outer hair cell morphology	OFFICIAL	蝸牛外耳有毛細胞の形態異常
MP:0004400	en	ja	rdfs:label	abnormal cochlear outer hair cell number	OFFICIAL	蝸牛外耳有毛細胞数の異常
MP:0004401	en	ja	rdfs:label	increased cochlear outer hair cell number	OFFICIAL	蝸牛外耳有毛細胞数の増加
MP:0004402	en	ja	rdfs:label	decreased cochlear outer hair cell number	OFFICIAL	蝸牛外耳有毛細胞数の減少
MP:0004403	en	ja	rdfs:label	absent cochlear outer hair cells	OFFICIAL	蝸牛外耳有毛細胞の欠損
MP:0004404	en	ja	rdfs:label	cochlear outer hair cell degeneration	OFFICIAL	蝸牛外耳有毛細胞の変性
MP:0004405	en	ja	rdfs:label	absent cochlear hair cells	OFFICIAL	蝸牛有毛細胞の欠損
MP:0004406	en	ja	rdfs:label	abnormal cochlear hair cell number	OFFICIAL	蝸牛有毛細胞数の異常
MP:0004407	en	ja	rdfs:label	increased cochlear hair cell number	OFFICIAL	蝸牛有毛細胞数の増加
MP:0004408	en	ja	rdfs:label	decreased cochlear hair cell number	OFFICIAL	蝸牛有毛細胞数の減少
MP:0004409	en	ja	rdfs:label	abnormal crista ampullaris neuroepithelium morphology	OFFICIAL	膨大部稜神経上皮の異常
MP:0004410	en	ja	rdfs:label	absent endocochlear potential	OFFICIAL	蝸牛内リンパ腔電位の欠如
MP:0004411	en	ja	rdfs:label	decreased endocochlear potential	OFFICIAL	蝸牛内リンパ腔電位の低下
MP:0004412	en	ja	rdfs:label	abnormal cochlear microphonics	OFFICIAL	蝸牛マイクロフォン電位の異常
MP:0004413	en	ja	rdfs:label	absent cochlear microphonics	OFFICIAL	蝸牛マイクロフォン電位の欠損
MP:0004414	en	ja	rdfs:label	decreased cochlear microphonics	OFFICIAL	蝸牛マイクロフォン電位の減少
MP:0004415	en	ja	rdfs:label	abnormal cochlear nerve compound action potential	OFFICIAL	蝸牛神経複合活動電位の異常
MP:0004416	en	ja	rdfs:label	absent cochlear nerve compound action potential	OFFICIAL	蝸牛神経複合活動電位の欠損
MP:0004417	en	ja	rdfs:label	decreased cochlear nerve compound action potential	OFFICIAL	蝸牛神経複合活動電位の低下
MP:0004418	en	ja	rdfs:label	small parietal bone	OFFICIAL	頭頂骨の矮小化
MP:0004419	en	ja	rdfs:label	absent parietal bone	OFFICIAL	頭頂骨の欠如
MP:0004420	en	ja	rdfs:label	parietal bone hypoplasia	OFFICIAL	頭頂骨の発育不全
MP:0004421	en	ja	rdfs:label	enlarged parietal bone	OFFICIAL	頭頂骨の肥大化
MP:0004422	en	ja	rdfs:label	small temporal bone	OFFICIAL	側頭骨の矮小化
MP:0004423	en	ja	rdfs:label	abnormal temporal bone squamous part morphology	OFFICIAL	側頭鱗骨の形態異常
MP:0004424	en	ja	rdfs:label	temporal bone hypoplasia	OFFICIAL	側頭骨の発育不全
MP:0004425	en	ja	rdfs:label	abnormal otolith organ morphology	OFFICIAL	耳石器官の異常
MP:0004426	en	ja	rdfs:label	abnormal cochlear labyrinth morphology	OFFICIAL	蝸牛迷路の異常
MP:0004427	en	ja	rdfs:label	abnormal vestibular labyrinth morphology	OFFICIAL	前庭迷路の異常
MP:0004428	en	ja	rdfs:label	abnormal type I vestibular cell	OFFICIAL	Ⅰ型前庭細胞の異常
MP:0004429	en	ja	rdfs:label	abnormal type II vestibular cells	OFFICIAL	Ⅱ型前庭細胞の異常
MP:0004430	en	ja	rdfs:label	abnormal Claudius cell morphology	OFFICIAL	クラウディウス細胞の形態異常
MP:0004431	en	ja	rdfs:label	abnormal hair cell mechanoelectric transduction	OFFICIAL	有毛細胞機械電気変換の異常
MP:0004432	en	ja	rdfs:label	abnormal cochlear hair cell physiology	OFFICIAL	蝸牛有毛細胞の生理異常
MP:0004433	en	ja	rdfs:label	abnormal cochlear inner hair cell physiology	OFFICIAL	蝸牛内耳有毛細胞の生理異常
MP:0004434	en	ja	rdfs:label	abnormal cochlear outer hair cell physiology	OFFICIAL	蝸牛外耳有毛細胞の生理異常
MP:0004435	en	ja	rdfs:label	abnormal cochlear outer hair cell electromotility	OFFICIAL	蝸牛外耳有毛細胞の電気的運動性異常
MP:0004436	en	ja	rdfs:label	absent cochlear outer hair cell electromotility	OFFICIAL	蝸牛外耳有毛細胞の電気的運動性欠損
MP:0004437	en	ja	rdfs:label	decreased cochlear outer hair cell electromotility	OFFICIAL	蝸牛外耳有毛細胞の電気的運動性減少
MP:0004438	en	ja	rdfs:label	abnormal vestibular hair cell physiology	OFFICIAL	前庭有毛細胞の生理異常
MP:0004439	en	ja	rdfs:label	absent Meckel's cartilage	OFFICIAL	メッケル軟骨の欠如
MP:0004440	en	ja	rdfs:label	absent occipital bone	OFFICIAL	後頭骨の欠如
MP:0004441	en	ja	rdfs:label	small occipital bone	OFFICIAL	後頭骨の矮小化
MP:0004442	en	ja	rdfs:label	occipital bone foramen	OFFICIAL	後頭骨孔
MP:0004443	en	ja	rdfs:label	absent supraoccipital bone	OFFICIAL	上後頭骨の欠如
MP:0004444	en	ja	rdfs:label	small supraoccipital bone	OFFICIAL	上後頭骨の矮小化
MP:0004445	en	ja	rdfs:label	small exoccipital bone	OFFICIAL	外後頭骨の矮小化
MP:0004446	en	ja	rdfs:label	split exoccipital bone	OFFICIAL	外後頭骨の開裂
MP:0004447	en	ja	rdfs:label	small basioccipital bone	OFFICIAL	後頭骨底部の矮小化
MP:0004448	en	ja	rdfs:label	abnormal presphenoid bone morphology	OFFICIAL	前蝶形骨の形態異常
MP:0004449	en	ja	rdfs:label	absent presphenoid bone	OFFICIAL	前蝶形骨の欠如
MP:0004450	en	ja	rdfs:label	presphenoid bone hypoplasia	OFFICIAL	前蝶形骨の発育不全
MP:0004451	en	ja	rdfs:label	short presphenoid bone	OFFICIAL	前蝶形骨の短縮
MP:0004452	en	ja	rdfs:label	abnormal pterygoid process morphology	OFFICIAL	翼状突起の形態異常
MP:0004453	en	ja	rdfs:label	abnormal pterygoid bone morphology	OFFICIAL	翼状骨の形態異常
MP:0004454	en	ja	rdfs:label	absent pterygoid process	OFFICIAL	翼状突起の欠如
MP:0004455	en	ja	rdfs:label	pterygoid bone hypoplasia	OFFICIAL	翼状骨の発育不全
MP:0004456	en	ja	rdfs:label	small pterygoid bone	OFFICIAL	翼状骨の矮小化
MP:0004457	en	ja	rdfs:label	abnormal orbitosphenoid bone morphology	OFFICIAL	眼窩蝶形骨の形態異常
MP:0004458	en	ja	rdfs:label	absent alisphenoid bone	OFFICIAL	蝶形骨大翼の欠損
MP:0004459	en	ja	rdfs:label	small alisphenoid bone	OFFICIAL	蝶形骨大翼の矮小化
MP:0004460	en	ja	rdfs:label	alisphenoid bone hypoplasia	OFFICIAL	蝶形骨大翼の発育不全
MP:0004461	en	ja	rdfs:label	basisphenoid bone hypoplasia	OFFICIAL	底蝶形骨の発育不全
MP:0004462	en	ja	rdfs:label	small basisphenoid bone	OFFICIAL	底蝶形骨の矮小化
MP:0004463	en	ja	rdfs:label	basisphenoid bone foramen	OFFICIAL	底蝶形骨孔
MP:0004464	en	ja	rdfs:label	absent strial basal cell tight junctions	OFFICIAL	基底線条細胞のタイトジャンクションの欠如
MP:0004465	en	ja	rdfs:label	degeneration of organ of Corti supporting cells	OFFICIAL	コルチ器支持細胞の縮退
