source_language	source_value	subject_id	predicate_id	translation_language	translation_value	translation_status
en	abnormal vascular smooth muscle cell proliferation	MP:0031508	rdfs:label	ja		NOT_TRANSLATED
en	decreased vascular smooth muscle cell proliferation	MP:0031509	rdfs:label	ja		NOT_TRANSLATED
en	increased vascular smooth muscle cell proliferation	MP:0031510	rdfs:label	ja		NOT_TRANSLATED
en	globular heart	MP:0031511	rdfs:label	ja		NOT_TRANSLATED
en	abnormal circulating C-peptide level	MP:0031512	rdfs:label	ja		NOT_TRANSLATED
en	decreased circulating C-peptide level	MP:0031513	rdfs:label	ja		NOT_TRANSLATED
en	increased circulating C-peptide level	MP:0031514	rdfs:label	ja		NOT_TRANSLATED
en	l-loop transposition of the great arteries	MP:0031515	rdfs:label	ja		NOT_TRANSLATED
en	mitral valve inflammation	MP:0031516	rdfs:label	ja		NOT_TRANSLATED
en	interrupted aortic arch, type c	MP:0031517	rdfs:label	ja		NOT_TRANSLATED
en	calcified aortic valve cusp	MP:0031518	rdfs:label	ja		NOT_TRANSLATED
en	calcified aortic valve annulus	MP:0031519	rdfs:label	ja		NOT_TRANSLATED
en	calcified mitral valve cusp	MP:0031520	rdfs:label	ja		NOT_TRANSLATED
en	calcified mitral valve annulus	MP:0031521	rdfs:label	ja		NOT_TRANSLATED
en	small mitral valve	MP:0031522	rdfs:label	ja		NOT_TRANSLATED
en	mitral valve hypoplasia	MP:0031523	rdfs:label	ja		NOT_TRANSLATED
en	mitral valve hyperplasia	MP:0031524	rdfs:label	ja		NOT_TRANSLATED
en	thin left ventricle myocardium compact layer	MP:0031525	rdfs:label	ja		NOT_TRANSLATED
en	thin right ventricle myocardium compact layer	MP:0031526	rdfs:label	ja		NOT_TRANSLATED
en	small pulmonary valve	MP:0031527	rdfs:label	ja		NOT_TRANSLATED
en	pulmonary valve hypoplasia	MP:0031528	rdfs:label	ja		NOT_TRANSLATED
en	pulmonary valve hyperplasia	MP:0031529	rdfs:label	ja		NOT_TRANSLATED
en	abnormal heart ventricle shape	MP:0031530	rdfs:label	ja		NOT_TRANSLATED
en	decreased atrioventricular node size	MP:0031531	rdfs:label	ja		NOT_TRANSLATED
en	abnormal heart ventricle wall morphology	MP:0031532	rdfs:label	ja		NOT_TRANSLATED
en	abnormal heart left ventricle wall morphology	MP:0031533	rdfs:label	ja		NOT_TRANSLATED
en	abnormal heart right ventricle wall morphology	MP:0031534	rdfs:label	ja		NOT_TRANSLATED
en	abnormal heart atrium wall thickness	MP:0031535	rdfs:label	ja		NOT_TRANSLATED
en	decreased heart atrium wall thickness	MP:0031536	rdfs:label	ja		NOT_TRANSLATED
en	increased heart atrium wall thickness	MP:0031537	rdfs:label	ja		NOT_TRANSLATED
en	quadricuspid aortic valve	MP:0031538	rdfs:label	ja		NOT_TRANSLATED
en	decreased papillary muscle size	MP:0031539	rdfs:label	ja		NOT_TRANSLATED
en	increased papillary muscle size	MP:0031540	rdfs:label	ja		NOT_TRANSLATED
en	decreased sinoatrial node size	MP:0031541	rdfs:label	ja		NOT_TRANSLATED
en	sinoatrial node hypoplasia	MP:0031542	rdfs:label	ja		NOT_TRANSLATED
en	abnormal heart ventricle size	MP:0031543	rdfs:label	ja		NOT_TRANSLATED
en	decreased heart ventricle size	MP:0031544	rdfs:label	ja		NOT_TRANSLATED
en	increased sinoatrial node size	MP:0031545	rdfs:label	ja		NOT_TRANSLATED
en	sinoatrial node hyperplasia	MP:0031546	rdfs:label	ja		NOT_TRANSLATED
en	increased atrioventricular node size	MP:0031547	rdfs:label	ja		NOT_TRANSLATED
en	atrioventricular node hyperplasia	MP:0031548	rdfs:label	ja		NOT_TRANSLATED
en	abnormal heart valve development	MP:0031549	rdfs:label	ja		NOT_TRANSLATED
en	abnormal atrioventricular valve development	MP:0031550	rdfs:label	ja		NOT_TRANSLATED
en	abnormal mitral valve development	MP:0031551	rdfs:label	ja		NOT_TRANSLATED
en	abnormal tricuspid valve development	MP:0031552	rdfs:label	ja		NOT_TRANSLATED
en	abnormal semilunar valve development	MP:0031553	rdfs:label	ja		NOT_TRANSLATED
en	abnormal aortic valve development	MP:0031554	rdfs:label	ja		NOT_TRANSLATED
en	abnormal pulmonary valve development	MP:0031555	rdfs:label	ja		NOT_TRANSLATED
en	abnormal sinoatrial valve development	MP:0031556	rdfs:label	ja		NOT_TRANSLATED
en	small tricuspid valve	MP:0031557	rdfs:label	ja		NOT_TRANSLATED
en	tricuspid valve hyperplasia	MP:0031558	rdfs:label	ja		NOT_TRANSLATED
en	tricuspid valve hypertrophy	MP:0031559	rdfs:label	ja		NOT_TRANSLATED
en	decreased ganglioside level	MP:0031560	rdfs:label	ja		NOT_TRANSLATED
en	increased ganglioside level	MP:0031561	rdfs:label	ja		NOT_TRANSLATED
en	abnormal heart atrium shape	MP:0031562	rdfs:label	ja		NOT_TRANSLATED
en	pulmonary valve hypertrophy	MP:0031563	rdfs:label	ja		NOT_TRANSLATED
en	mitral valve hypertrophy	MP:0031564	rdfs:label	ja		NOT_TRANSLATED
en	abnormal heart interventricular foramen morphology	MP:0031565	rdfs:label	ja		NOT_TRANSLATED
en	small aortic valve	MP:0031566	rdfs:label	ja		NOT_TRANSLATED
en	aortic valve hypoplasia	MP:0031567	rdfs:label	ja		NOT_TRANSLATED
en	aortic valve hyperplasia	MP:0031568	rdfs:label	ja		NOT_TRANSLATED
en	aortic valve hypertrophy	MP:0031569	rdfs:label	ja		NOT_TRANSLATED
en	enlarged atrioventricular valve	MP:0031570	rdfs:label	ja		NOT_TRANSLATED
en	atrioventricular valve hyperplasia	MP:0031571	rdfs:label	ja		NOT_TRANSLATED
en	small atrioventricular valve	MP:0031572	rdfs:label	ja		NOT_TRANSLATED
en	atrioventricular valve hypoplasia	MP:0031573	rdfs:label	ja		NOT_TRANSLATED
en	thick atrioventricular valve	MP:0031574	rdfs:label	ja		NOT_TRANSLATED
en	atrioventricular valve stenosis	MP:0031575	rdfs:label	ja		NOT_TRANSLATED
en	abnormal heart atrium size	MP:0031576	rdfs:label	ja		NOT_TRANSLATED
en	decreased heart atrium size	MP:0031577	rdfs:label	ja		NOT_TRANSLATED
en	decreased heart left atrium size	MP:0031578	rdfs:label	ja		NOT_TRANSLATED
en	decreased heart right atrium size	MP:0031579	rdfs:label	ja		NOT_TRANSLATED
en	enlarged semilunar valve	MP:0031580	rdfs:label	ja		NOT_TRANSLATED
en	semilunar valve hyperplasia	MP:0031581	rdfs:label	ja		NOT_TRANSLATED
en	small semilunar valve	MP:0031582	rdfs:label	ja		NOT_TRANSLATED
en	semilunar valve hypoplasia	MP:0031583	rdfs:label	ja		NOT_TRANSLATED
en	thick semilunar valve	MP:0031584	rdfs:label	ja		NOT_TRANSLATED
en	semilunar valve stenosis	MP:0031585	rdfs:label	ja		NOT_TRANSLATED
en	perivascular cardiac fibrosis	MP:0031586	rdfs:label	ja		NOT_TRANSLATED
en	abnormal pericardium development	MP:0031587	rdfs:label	ja		NOT_TRANSLATED
en	distended epicardium	MP:0031588	rdfs:label	ja		NOT_TRANSLATED
en	detached epicardium	MP:0031589	rdfs:label	ja		NOT_TRANSLATED
en	abnormal epicardium development	MP:0031590	rdfs:label	ja		NOT_TRANSLATED
en	detached endocardium	MP:0031591	rdfs:label	ja		NOT_TRANSLATED
en	abnormal endocardium development	MP:0031592	rdfs:label	ja		NOT_TRANSLATED
en	decreased cardiac jelly amount	MP:0031593	rdfs:label	ja		NOT_TRANSLATED
en	increased cardiac jelly amount	MP:0031594	rdfs:label	ja		NOT_TRANSLATED
en	abnormal adipose tissue apoptosis	MP:0031595	rdfs:label	ja		NOT_TRANSLATED
en	decreased adipose tissue apoptosis	MP:0031596	rdfs:label	ja		NOT_TRANSLATED
en	increased adipose tissue apoptosis	MP:0031597	rdfs:label	ja		NOT_TRANSLATED
en	abnormal white adipose tissue apoptosis	MP:0031598	rdfs:label	ja		NOT_TRANSLATED
en	decreased white adipose tissue apoptosis	MP:0031599	rdfs:label	ja		NOT_TRANSLATED
en	increased white adipose tissue apoptosis	MP:0031600	rdfs:label	ja		NOT_TRANSLATED
en	decreased endoplasmic reticulum stress	MP:0031601	rdfs:label	ja		NOT_TRANSLATED
en	white adipose tissue inflammation	MP:0031602	rdfs:label	ja		NOT_TRANSLATED
en	brown adipose tissue inflammation	MP:0031603	rdfs:label	ja		NOT_TRANSLATED
en	abnormal susceptibility to age-related retinal degeneration	MP:0031604	rdfs:label	ja		NOT_TRANSLATED
en	decreased susceptibility to age-related retinal degeneration	MP:0031605	rdfs:label	ja		NOT_TRANSLATED
en	increased susceptibility to age-related retinal degeneration	MP:0031606	rdfs:label	ja		NOT_TRANSLATED
en	abnormal fetal cardiomyocyte mitochondrial morphology	MP:0031607	rdfs:label	ja		NOT_TRANSLATED
en	decreased fetal cardiomyocyte size	MP:0031608	rdfs:label	ja		NOT_TRANSLATED
en	increased fetal cardiomyocyte size	MP:0031609	rdfs:label	ja		NOT_TRANSLATED
en	abnormal fetal cardiomyocyte number	MP:0031610	rdfs:label	ja		NOT_TRANSLATED
en	decreased fetal cardiomyocyte number	MP:0031611	rdfs:label	ja		NOT_TRANSLATED
en	increased fetal cardiomyocyte number	MP:0031612	rdfs:label	ja		NOT_TRANSLATED
en	fetal cardiomyocyte disarray	MP:0031613	rdfs:label	ja		NOT_TRANSLATED
en	fetal cardiomyocyte vacuoles	MP:0031614	rdfs:label	ja		NOT_TRANSLATED
en	decreased muscle glycogen level	MP:0031615	rdfs:label	ja		NOT_TRANSLATED
en	increased muscle glycogen level	MP:0031616	rdfs:label	ja		NOT_TRANSLATED
en	abnormal skeletal muscle cell glucose uptake	MP:0031617	rdfs:label	ja		NOT_TRANSLATED
en	decreased skeletal muscle cell glucose uptake	MP:0031618	rdfs:label	ja		NOT_TRANSLATED
en	increased skeletal muscle cell glucose uptake	MP:0031619	rdfs:label	ja		NOT_TRANSLATED
en	abnormal chromatoid body morphology	MP:0031620	rdfs:label	ja		NOT_TRANSLATED
en	small dental pulp chamber	MP:0031621	rdfs:label	ja		NOT_TRANSLATED
en	small dental pulp canal	MP:0031622	rdfs:label	ja		NOT_TRANSLATED
en	abnormal tooth physiology	MP:0031623	rdfs:label	ja		NOT_TRANSLATED
en	abnormal dental pulp cell apoptosis	MP:0031624	rdfs:label	ja		NOT_TRANSLATED
en	decreased dental pulp cell apoptosis	MP:0031625	rdfs:label	ja		NOT_TRANSLATED
en	increased dental pulp cell apoptosis	MP:0031626	rdfs:label	ja		NOT_TRANSLATED
en	abnormal copulation physiology	MP:0031627	rdfs:label	ja		NOT_TRANSLATED
en	abnormal intromission	MP:0031628	rdfs:label	ja		NOT_TRANSLATED
en	abnormal mounting behavior	MP:0031629	rdfs:label	ja		NOT_TRANSLATED
en	abnormal lung cholesterol level	MP:0031630	rdfs:label	ja		NOT_TRANSLATED
en	decreased lung cholesterol level	MP:0031631	rdfs:label	ja		NOT_TRANSLATED
en	increased lung cholesterol level	MP:0031632	rdfs:label	ja		NOT_TRANSLATED
en	decreased heart left ventricle muscle contractility	MP:0031633	rdfs:label	ja		NOT_TRANSLATED
en	decreased heart right ventricle muscle contractility	MP:0031634	rdfs:label	ja		NOT_TRANSLATED
en	increased heart left ventricle muscle contractility	MP:0031635	rdfs:label	ja		NOT_TRANSLATED
en	increased heart right ventricle muscle contractility	MP:0031636	rdfs:label	ja		NOT_TRANSLATED
en	methioninuria	MP:0031637	rdfs:label	ja		NOT_TRANSLATED
en	abnormal alanine level	MP:0031638	rdfs:label	ja		NOT_TRANSLATED
en	decreased alanine level	MP:0031639	rdfs:label	ja		NOT_TRANSLATED
en	increased alanine level	MP:0031640	rdfs:label	ja		NOT_TRANSLATED
en	alaninuria	MP:0031641	rdfs:label	ja		NOT_TRANSLATED
en	phenylalaninuria	MP:0031642	rdfs:label	ja		NOT_TRANSLATED
en	abnormal myocardial fiber apoptosis	MP:0031643	rdfs:label	ja		NOT_TRANSLATED
en	decreased myocardial fiber apoptosis	MP:0031644	rdfs:label	ja		NOT_TRANSLATED
en	increased myocardial fiber apoptosis	MP:0031645	rdfs:label	ja		NOT_TRANSLATED
en	impotence	MP:0031646	rdfs:label	ja		NOT_TRANSLATED
en	abnormal cerebrospinal fluid glucose level	MP:0031647	rdfs:label	ja		NOT_TRANSLATED
en	decreased cerebrospinal fluid glucose level	MP:0031648	rdfs:label	ja		NOT_TRANSLATED
en	increased cerebrospinal fluid glucose level	MP:0031649	rdfs:label	ja		NOT_TRANSLATED
en	decreased mounting behavior	MP:0031650	rdfs:label	ja		NOT_TRANSLATED
en	increased mounting behavior	MP:0031651	rdfs:label	ja		NOT_TRANSLATED
en	abnormal brain calcium level	MP:0031652	rdfs:label	ja		NOT_TRANSLATED
en	decreased brain calcium level	MP:0031653	rdfs:label	ja		NOT_TRANSLATED
en	increased brain calcium level	MP:0031654	rdfs:label	ja		NOT_TRANSLATED
en	abnormal brain magnesium level	MP:0031655	rdfs:label	ja		NOT_TRANSLATED
en	decreased brain magnesium level	MP:0031656	rdfs:label	ja		NOT_TRANSLATED
en	increased brain magnesium level	MP:0031657	rdfs:label	ja		NOT_TRANSLATED
en	decreased magnesium level	MP:0031658	rdfs:label	ja		NOT_TRANSLATED
en	increased magnesium level	MP:0031659	rdfs:label	ja		NOT_TRANSLATED
en	prenatal lethality prior to heart atrial septation, incomplete penetrance	MP:0031660	rdfs:label	ja		NOT_TRANSLATED
en	prenatal lethality prior to heart atrial septation, complete penetrance	MP:0031661	rdfs:label	ja		NOT_TRANSLATED
en	towards	RO:0002503	rdfs:label	ja		NOT_TRANSLATED
en	has modifier	RO:0002573	rdfs:label	ja		NOT_TRANSLATED
