Level	Rule Name	Subject	Property	Value
WARN	multiple_asserted_superclasses	MP:0000557	rdfs:subClassOf	MP:0000549	
WARN	multiple_asserted_superclasses	MP:0000557	rdfs:subClassOf	MP:0000556	
WARN	multiple_asserted_superclasses	MP:0000558	rdfs:subClassOf	MP:0003857	
WARN	multiple_asserted_superclasses	MP:0000558	rdfs:subClassOf	MP:0011504	
WARN	multiple_asserted_superclasses	MP:0000559	rdfs:subClassOf	MP:0003856	
WARN	multiple_asserted_superclasses	MP:0000559	rdfs:subClassOf	MP:0011504	
WARN	multiple_asserted_superclasses	MP:0000569	rdfs:subClassOf	MP:0002095	
WARN	multiple_asserted_superclasses	MP:0000569	rdfs:subClassOf	MP:0002110	
WARN	multiple_asserted_superclasses	MP:0000575	rdfs:subClassOf	MP:0000574	
WARN	multiple_asserted_superclasses	MP:0000575	rdfs:subClassOf	MP:0001188	
WARN	multiple_asserted_superclasses	MP:0000575	rdfs:subClassOf	MP:0030051	
WARN	multiple_asserted_superclasses	MP:0000596	rdfs:subClassOf	MP:0000598	
WARN	multiple_asserted_superclasses	MP:0000596	rdfs:subClassOf	MP:0003943	
WARN	multiple_asserted_superclasses	MP:0000613	rdfs:subClassOf	MP:0000462	
WARN	multiple_asserted_superclasses	MP:0000613	rdfs:subClassOf	MP:0013544	
WARN	multiple_asserted_superclasses	MP:0000615	rdfs:subClassOf	MP:0003791	
WARN	multiple_asserted_superclasses	MP:0000615	rdfs:subClassOf	MP:0014032	
WARN	multiple_asserted_superclasses	MP:0000616	rdfs:subClassOf	MP:0000615	
WARN	multiple_asserted_superclasses	MP:0000616	rdfs:subClassOf	MP:0009517	
WARN	multiple_asserted_superclasses	MP:0000621	rdfs:subClassOf	MP:0009308	
WARN	multiple_asserted_superclasses	MP:0000621	rdfs:subClassOf	MP:0010318	
WARN	multiple_asserted_superclasses	MP:0000622	rdfs:subClassOf	MP:0001784	
WARN	multiple_asserted_superclasses	MP:0000622	rdfs:subClassOf	MP:0005310	
WARN	multiple_asserted_superclasses	MP:0000623	rdfs:subClassOf	MP:0001784	
WARN	multiple_asserted_superclasses	MP:0000623	rdfs:subClassOf	MP:0005310	
WARN	multiple_asserted_superclasses	MP:0000624	rdfs:subClassOf	MP:0000623	
WARN	multiple_asserted_superclasses	MP:0000624	rdfs:subClassOf	MP:0003745	
WARN	multiple_asserted_superclasses	MP:0000627	rdfs:subClassOf	MP:0010678	
WARN	multiple_asserted_superclasses	MP:0000627	rdfs:subClassOf	MP:0013554	
WARN	multiple_asserted_superclasses	MP:0000632	rdfs:subClassOf	MP:0000840	
WARN	multiple_asserted_superclasses	MP:0000632	rdfs:subClassOf	MP:0013563	
WARN	multiple_asserted_superclasses	MP:0000633	rdfs:subClassOf	MP:0000631	
WARN	multiple_asserted_superclasses	MP:0000633	rdfs:subClassOf	MP:0000830	
WARN	multiple_asserted_superclasses	MP:0000647	rdfs:subClassOf	MP:0010678	
WARN	multiple_asserted_superclasses	MP:0000647	rdfs:subClassOf	MP:0013543	
WARN	multiple_asserted_superclasses	MP:0000647	rdfs:subClassOf	MP:0030572	
WARN	multiple_asserted_superclasses	MP:0000653	rdfs:subClassOf	MP:0002160	
WARN	multiple_asserted_superclasses	MP:0000653	rdfs:subClassOf	MP:0002163	
WARN	multiple_asserted_superclasses	MP:0000661	rdfs:subClassOf	MP:0002774	
WARN	multiple_asserted_superclasses	MP:0000661	rdfs:subClassOf	MP:0009380	
WARN	multiple_asserted_superclasses	MP:0000662	rdfs:subClassOf	MP:0000628	
WARN	multiple_asserted_superclasses	MP:0000662	rdfs:subClassOf	MP:0009503	
WARN	multiple_asserted_superclasses	MP:0000674	rdfs:subClassOf	MP:0010678	
WARN	multiple_asserted_superclasses	MP:0000674	rdfs:subClassOf	MP:0013558	
WARN	multiple_asserted_superclasses	MP:0000675	rdfs:subClassOf	MP:0000572	
WARN	multiple_asserted_superclasses	MP:0000675	rdfs:subClassOf	MP:0000674	
WARN	multiple_asserted_superclasses	MP:0000675	rdfs:subClassOf	MP:0013544	
WARN	multiple_asserted_superclasses	MP:0000689	rdfs:subClassOf	MP:0002396	
WARN	multiple_asserted_superclasses	MP:0000689	rdfs:subClassOf	MP:0002722	
WARN	multiple_asserted_superclasses	MP:0000701	rdfs:subClassOf	MP:0002221	
WARN	multiple_asserted_superclasses	MP:0000701	rdfs:subClassOf	MP:0002339	
WARN	multiple_asserted_superclasses	MP:0000703	rdfs:subClassOf	MP:0002396	
WARN	multiple_asserted_superclasses	MP:0000703	rdfs:subClassOf	MP:0002722	
WARN	multiple_asserted_superclasses	MP:0000703	rdfs:subClassOf	MP:0013560	
WARN	multiple_asserted_superclasses	MP:0000714	rdfs:subClassOf	MP:0000703	
WARN	multiple_asserted_superclasses	MP:0000714	rdfs:subClassOf	MP:0005015	
WARN	multiple_asserted_superclasses	MP:0000715	rdfs:subClassOf	MP:0000703	
WARN	multiple_asserted_superclasses	MP:0000715	rdfs:subClassOf	MP:0005018	
WARN	multiple_asserted_superclasses	MP:0000717	rdfs:subClassOf	MP:0000217	
WARN	multiple_asserted_superclasses	MP:0000717	rdfs:subClassOf	MP:0002619	
WARN	multiple_asserted_superclasses	MP:0000741	rdfs:subClassOf	MP:0000740	
WARN	multiple_asserted_superclasses	MP:0000741	rdfs:subClassOf	MP:0010386	
WARN	multiple_asserted_superclasses	MP:0000755	rdfs:subClassOf	MP:0000753	
WARN	multiple_asserted_superclasses	MP:0000755	rdfs:subClassOf	MP:0013147	
WARN	multiple_asserted_superclasses	MP:0000756	rdfs:subClassOf	MP:0000753	
WARN	multiple_asserted_superclasses	MP:0000756	rdfs:subClassOf	MP:0013147	
WARN	multiple_asserted_superclasses	MP:0000762	rdfs:subClassOf	MP:0000452	
WARN	multiple_asserted_superclasses	MP:0000762	rdfs:subClassOf	MP:0000462	
WARN	multiple_asserted_superclasses	MP:0000780	rdfs:subClassOf	MP:0008219	
WARN	multiple_asserted_superclasses	MP:0000780	rdfs:subClassOf	MP:0008540	
WARN	multiple_asserted_superclasses	MP:0000786	rdfs:subClassOf	MP:0000913	
WARN	multiple_asserted_superclasses	MP:0000786	rdfs:subClassOf	MP:0004261	
WARN	multiple_asserted_superclasses	MP:0000805	rdfs:subClassOf	MP:0000788	
WARN	multiple_asserted_superclasses	MP:0000805	rdfs:subClassOf	MP:0000804	
WARN	multiple_asserted_superclasses	MP:0000807	rdfs:subClassOf	MP:0000787	
WARN	multiple_asserted_superclasses	MP:0000807	rdfs:subClassOf	MP:0000801	
WARN	multiple_asserted_superclasses	MP:0000807	rdfs:subClassOf	MP:0004166	
WARN	multiple_asserted_superclasses	MP:0000808	rdfs:subClassOf	MP:0000807	
WARN	multiple_asserted_superclasses	MP:0000808	rdfs:subClassOf	MP:0003232	
WARN	multiple_asserted_superclasses	MP:0000811	rdfs:subClassOf	MP:0003224	
WARN	multiple_asserted_superclasses	MP:0000811	rdfs:subClassOf	MP:0009939	
WARN	multiple_asserted_superclasses	MP:0000823	rdfs:subClassOf	MP:0000787	
WARN	multiple_asserted_superclasses	MP:0000823	rdfs:subClassOf	MP:0000822	
WARN	multiple_asserted_superclasses	MP:0000825	rdfs:subClassOf	MP:0000823	
WARN	multiple_asserted_superclasses	MP:0000825	rdfs:subClassOf	MP:0012676	
WARN	multiple_asserted_superclasses	MP:0000826	rdfs:subClassOf	MP:0000822	
WARN	multiple_asserted_superclasses	MP:0000826	rdfs:subClassOf	MP:0000830	
WARN	multiple_asserted_superclasses	MP:0000827	rdfs:subClassOf	MP:0000826	
WARN	multiple_asserted_superclasses	MP:0000827	rdfs:subClassOf	MP:0012676	
WARN	multiple_asserted_superclasses	MP:0000828	rdfs:subClassOf	MP:0000822	
WARN	multiple_asserted_superclasses	MP:0000828	rdfs:subClassOf	MP:0000841	
WARN	multiple_asserted_superclasses	MP:0000829	rdfs:subClassOf	MP:0000828	
WARN	multiple_asserted_superclasses	MP:0000829	rdfs:subClassOf	MP:0012676	
WARN	multiple_asserted_superclasses	MP:0000835	rdfs:subClassOf	MP:0000834	
WARN	multiple_asserted_superclasses	MP:0000835	rdfs:subClassOf	MP:0006007	
WARN	multiple_asserted_superclasses	MP:0000836	rdfs:subClassOf	MP:0000897	
WARN	multiple_asserted_superclasses	MP:0000836	rdfs:subClassOf	MP:0006007	
WARN	multiple_asserted_superclasses	MP:0000837	rdfs:subClassOf	MP:0000830	
WARN	multiple_asserted_superclasses	MP:0000837	rdfs:subClassOf	MP:0004166	
WARN	multiple_asserted_superclasses	MP:0000844	rdfs:subClassOf	MP:0000841	
WARN	multiple_asserted_superclasses	MP:0000844	rdfs:subClassOf	MP:0006108	
WARN	multiple_asserted_superclasses	MP:0000846	rdfs:subClassOf	MP:0000841	
WARN	multiple_asserted_superclasses	MP:0000846	rdfs:subClassOf	MP:0005277	
WARN	multiple_asserted_superclasses	MP:0000848	rdfs:subClassOf	MP:0000847	
WARN	multiple_asserted_superclasses	MP:0000848	rdfs:subClassOf	MP:0005277	
WARN	multiple_asserted_superclasses	MP:0000854	rdfs:subClassOf	MP:0000849	
WARN	multiple_asserted_superclasses	MP:0000854	rdfs:subClassOf	MP:0006108	
WARN	multiple_asserted_superclasses	MP:0000857	rdfs:subClassOf	MP:0000854	
WARN	multiple_asserted_superclasses	MP:0000857	rdfs:subClassOf	MP:0009964	
WARN	multiple_asserted_superclasses	MP:0000859	rdfs:subClassOf	MP:0000788	
WARN	multiple_asserted_superclasses	MP:0000859	rdfs:subClassOf	MP:0000794	
WARN	multiple_asserted_superclasses	MP:0000867	rdfs:subClassOf	MP:0000864	
WARN	multiple_asserted_superclasses	MP:0000867	rdfs:subClassOf	MP:0009960	
WARN	multiple_asserted_superclasses	MP:0000869	rdfs:subClassOf	MP:0000864	
WARN	multiple_asserted_superclasses	MP:0000869	rdfs:subClassOf	MP:0009962	
WARN	multiple_asserted_superclasses	MP:0000876	rdfs:subClassOf	MP:0000877	
WARN	multiple_asserted_superclasses	MP:0000876	rdfs:subClassOf	MP:0003224	
WARN	multiple_asserted_superclasses	MP:0000877	rdfs:subClassOf	MP:0000875	
WARN	multiple_asserted_superclasses	MP:0000877	rdfs:subClassOf	MP:0002882	
WARN	multiple_asserted_superclasses	MP:0000879	rdfs:subClassOf	MP:0000878	
WARN	multiple_asserted_superclasses	MP:0000879	rdfs:subClassOf	MP:0008947	
WARN	multiple_asserted_superclasses	MP:0000880	rdfs:subClassOf	MP:0000878	
WARN	multiple_asserted_superclasses	MP:0000880	rdfs:subClassOf	MP:0008948	
WARN	multiple_asserted_superclasses	MP:0000885	rdfs:subClassOf	MP:0000877	
WARN	multiple_asserted_superclasses	MP:0000885	rdfs:subClassOf	MP:0011723	
WARN	multiple_asserted_superclasses	MP:0000897	rdfs:subClassOf	MP:0002152	
WARN	multiple_asserted_superclasses	MP:0000897	rdfs:subClassOf	MP:0005277	
WARN	multiple_asserted_superclasses	MP:0000913	rdfs:subClassOf	MP:0002152	
WARN	multiple_asserted_superclasses	MP:0000913	rdfs:subClassOf	MP:0003861	
WARN	multiple_asserted_superclasses	MP:0000928	rdfs:subClassOf	MP:0003720	
WARN	multiple_asserted_superclasses	MP:0000928	rdfs:subClassOf	MP:0012543	
WARN	multiple_asserted_superclasses	MP:0000933	rdfs:subClassOf	MP:0003208	
WARN	multiple_asserted_superclasses	MP:0000933	rdfs:subClassOf	MP:0006108	
WARN	multiple_asserted_superclasses	MP:0000934	rdfs:subClassOf	MP:0000787	
WARN	multiple_asserted_superclasses	MP:0000934	rdfs:subClassOf	MP:0003232	
WARN	multiple_asserted_superclasses	MP:0000937	rdfs:subClassOf	MP:0002882	
WARN	multiple_asserted_superclasses	MP:0000937	rdfs:subClassOf	MP:0008503	
WARN	multiple_asserted_superclasses	MP:0000938	rdfs:subClassOf	MP:0000937	
WARN	multiple_asserted_superclasses	MP:0000938	rdfs:subClassOf	MP:0003224	
WARN	multiple_asserted_superclasses	MP:0000939	rdfs:subClassOf	MP:0000937	
WARN	multiple_asserted_superclasses	MP:0000939	rdfs:subClassOf	MP:0008948	
WARN	multiple_asserted_superclasses	MP:0000940	rdfs:subClassOf	MP:0000937	
WARN	multiple_asserted_superclasses	MP:0000940	rdfs:subClassOf	MP:0002184	
WARN	multiple_asserted_superclasses	MP:0000950	rdfs:subClassOf	MP:0009357	
WARN	multiple_asserted_superclasses	MP:0000950	rdfs:subClassOf	MP:0009745	
WARN	multiple_asserted_superclasses	MP:0000965	rdfs:subClassOf	MP:0000959	
WARN	multiple_asserted_superclasses	MP:0000965	rdfs:subClassOf	MP:0002882	
WARN	multiple_asserted_superclasses	MP:0000966	rdfs:subClassOf	MP:0000965	
WARN	multiple_asserted_superclasses	MP:0000966	rdfs:subClassOf	MP:0008948	
WARN	multiple_asserted_superclasses	MP:0000968	rdfs:subClassOf	MP:0000965	
WARN	multiple_asserted_superclasses	MP:0000968	rdfs:subClassOf	MP:0002184	
WARN	multiple_asserted_superclasses	MP:0000986	rdfs:subClassOf	MP:0000985	
WARN	multiple_asserted_superclasses	MP:0000986	rdfs:subClassOf	MP:0006006	
WARN	multiple_asserted_superclasses	MP:0000990	rdfs:subClassOf	MP:0000759	
WARN	multiple_asserted_superclasses	MP:0000990	rdfs:subClassOf	MP:0000972	
WARN	multiple_asserted_superclasses	MP:0001004	rdfs:subClassOf	MP:0000965	
WARN	multiple_asserted_superclasses	MP:0001004	rdfs:subClassOf	MP:0003728	
WARN	multiple_asserted_superclasses	MP:0001025	rdfs:subClassOf	MP:0000965	
WARN	multiple_asserted_superclasses	MP:0001025	rdfs:subClassOf	MP:0001007	
WARN	multiple_asserted_superclasses	MP:0001037	rdfs:subClassOf	MP:0000965	
WARN	multiple_asserted_superclasses	MP:0001037	rdfs:subClassOf	MP:0001033	
WARN	multiple_asserted_superclasses	MP:0001046	rdfs:subClassOf	MP:0001044	
WARN	multiple_asserted_superclasses	MP:0001046	rdfs:subClassOf	MP:0002882	
WARN	multiple_asserted_superclasses	MP:0001047	rdfs:subClassOf	MP:0001038	
WARN	multiple_asserted_superclasses	MP:0001047	rdfs:subClassOf	MP:0001046	
WARN	multiple_asserted_superclasses	MP:0001053	rdfs:subClassOf	MP:0001051	
WARN	multiple_asserted_superclasses	MP:0001053	rdfs:subClassOf	MP:0009538	
WARN	multiple_asserted_superclasses	MP:0001067	rdfs:subClassOf	MP:0001066	
WARN	multiple_asserted_superclasses	MP:0001067	rdfs:subClassOf	MP:0009800	
WARN	multiple_asserted_superclasses	MP:0001080	rdfs:subClassOf	MP:0001078	
WARN	multiple_asserted_superclasses	MP:0001080	rdfs:subClassOf	MP:0009450	
WARN	multiple_asserted_superclasses	MP:0001082	rdfs:subClassOf	MP:0000960	
WARN	multiple_asserted_superclasses	MP:0001082	rdfs:subClassOf	MP:0001081	
WARN	multiple_asserted_superclasses	MP:0001087	rdfs:subClassOf	MP:0000960	
WARN	multiple_asserted_superclasses	MP:0001087	rdfs:subClassOf	MP:0001100	
WARN	multiple_asserted_superclasses	MP:0001092	rdfs:subClassOf	MP:0000960	
WARN	multiple_asserted_superclasses	MP:0001092	rdfs:subClassOf	MP:0001081	
WARN	multiple_asserted_superclasses	MP:0001117	rdfs:subClassOf	MP:0001124	
WARN	multiple_asserted_superclasses	MP:0001117	rdfs:subClassOf	MP:0004806	
WARN	multiple_asserted_superclasses	MP:0001125	rdfs:subClassOf	MP:0001931	
WARN	multiple_asserted_superclasses	MP:0001125	rdfs:subClassOf	MP:0006361	
WARN	multiple_asserted_superclasses	MP:0001126	rdfs:subClassOf	MP:0009209	
WARN	multiple_asserted_superclasses	MP:0001126	rdfs:subClassOf	MP:0013324	
WARN	multiple_asserted_superclasses	MP:0001127	rdfs:subClassOf	MP:0001116	
WARN	multiple_asserted_superclasses	MP:0001127	rdfs:subClassOf	MP:0004853	
WARN	multiple_asserted_superclasses	MP:0001132	rdfs:subClassOf	MP:0001130	
WARN	multiple_asserted_superclasses	MP:0001132	rdfs:subClassOf	MP:0002682	
WARN	multiple_asserted_superclasses	MP:0001133	rdfs:subClassOf	MP:0002679	
WARN	multiple_asserted_superclasses	MP:0001133	rdfs:subClassOf	MP:0005076	
WARN	multiple_asserted_superclasses	MP:0001146	rdfs:subClassOf	MP:0009205	
WARN	multiple_asserted_superclasses	MP:0001146	rdfs:subClassOf	MP:0013325	
WARN	multiple_asserted_superclasses	MP:0001147	rdfs:subClassOf	MP:0001116	
WARN	multiple_asserted_superclasses	MP:0001147	rdfs:subClassOf	MP:0004849	
WARN	multiple_asserted_superclasses	MP:0001152	rdfs:subClassOf	MP:0001149	
WARN	multiple_asserted_superclasses	MP:0001152	rdfs:subClassOf	MP:0002786	
WARN	multiple_asserted_superclasses	MP:0001158	rdfs:subClassOf	MP:0009205	
WARN	multiple_asserted_superclasses	MP:0001158	rdfs:subClassOf	MP:0013330	
WARN	multiple_asserted_superclasses	MP:0001169	rdfs:subClassOf	MP:0009205	
WARN	multiple_asserted_superclasses	MP:0001169	rdfs:subClassOf	MP:0013330	
WARN	multiple_asserted_superclasses	MP:0001176	rdfs:subClassOf	MP:0001175	
WARN	multiple_asserted_superclasses	MP:0001176	rdfs:subClassOf	MP:0003115	
WARN	multiple_asserted_superclasses	MP:0001182	rdfs:subClassOf	MP:0001634	
WARN	multiple_asserted_superclasses	MP:0001182	rdfs:subClassOf	MP:0002295	
WARN	multiple_asserted_superclasses	MP:0001202	rdfs:subClassOf	MP:0001191	
WARN	multiple_asserted_superclasses	MP:0001202	rdfs:subClassOf	MP:0005501	
WARN	multiple_asserted_superclasses	MP:0001203	rdfs:subClassOf	MP:0001191	
WARN	multiple_asserted_superclasses	MP:0001203	rdfs:subClassOf	MP:0005501	
WARN	multiple_asserted_superclasses	MP:0001204	rdfs:subClassOf	MP:0001191	
WARN	multiple_asserted_superclasses	MP:0001204	rdfs:subClassOf	MP:0005501	
WARN	multiple_asserted_superclasses	MP:0001220	rdfs:subClassOf	MP:0000316	
WARN	multiple_asserted_superclasses	MP:0001220	rdfs:subClassOf	MP:0001216	
WARN	multiple_asserted_superclasses	MP:0001221	rdfs:subClassOf	MP:0001216	
WARN	multiple_asserted_superclasses	MP:0001221	rdfs:subClassOf	MP:0030584	
WARN	multiple_asserted_superclasses	MP:0001224	rdfs:subClassOf	MP:0001648	
WARN	multiple_asserted_superclasses	MP:0001224	rdfs:subClassOf	MP:0003453	
WARN	multiple_asserted_superclasses	MP:0001254	rdfs:subClassOf	MP:0001253	
WARN	multiple_asserted_superclasses	MP:0001254	rdfs:subClassOf	MP:0001264	
WARN	multiple_asserted_superclasses	MP:0001255	rdfs:subClassOf	MP:0001253	
WARN	multiple_asserted_superclasses	MP:0001255	rdfs:subClassOf	MP:0001265	
WARN	multiple_asserted_superclasses	MP:0001257	rdfs:subClassOf	MP:0001256	
WARN	multiple_asserted_superclasses	MP:0001257	rdfs:subClassOf	MP:0001264	
WARN	multiple_asserted_superclasses	MP:0001258	rdfs:subClassOf	MP:0001256	
WARN	multiple_asserted_superclasses	MP:0001258	rdfs:subClassOf	MP:0001265	
WARN	multiple_asserted_superclasses	MP:0001260	rdfs:subClassOf	MP:0001259	
WARN	multiple_asserted_superclasses	MP:0001260	rdfs:subClassOf	MP:0001264	
WARN	multiple_asserted_superclasses	MP:0001260	rdfs:subClassOf	MP:0012323	
WARN	multiple_asserted_superclasses	MP:0001262	rdfs:subClassOf	MP:0001259	
WARN	multiple_asserted_superclasses	MP:0001262	rdfs:subClassOf	MP:0001265	
WARN	multiple_asserted_superclasses	MP:0001262	rdfs:subClassOf	MP:0012322	
WARN	multiple_asserted_superclasses	MP:0001289	rdfs:subClassOf	MP:0001286	
WARN	multiple_asserted_superclasses	MP:0001289	rdfs:subClassOf	MP:0002699	
WARN	multiple_asserted_superclasses	MP:0001307	rdfs:subClassOf	MP:0001312	
WARN	multiple_asserted_superclasses	MP:0001307	rdfs:subClassOf	MP:0005545	
WARN	multiple_asserted_superclasses	MP:0001310	rdfs:subClassOf	MP:0005193	
WARN	multiple_asserted_superclasses	MP:0001310	rdfs:subClassOf	MP:0013754	
WARN	multiple_asserted_superclasses	MP:0001324	rdfs:subClassOf	MP:0002092	
WARN	multiple_asserted_superclasses	MP:0001324	rdfs:subClassOf	MP:0009389	
WARN	multiple_asserted_superclasses	MP:0001327	rdfs:subClassOf	MP:0000966	
WARN	multiple_asserted_superclasses	MP:0001327	rdfs:subClassOf	MP:0001004	
WARN	multiple_asserted_superclasses	MP:0001330	rdfs:subClassOf	MP:0001056	
WARN	multiple_asserted_superclasses	MP:0001330	rdfs:subClassOf	MP:0005195	
WARN	multiple_asserted_superclasses	MP:0001332	rdfs:subClassOf	MP:0000968	
WARN	multiple_asserted_superclasses	MP:0001332	rdfs:subClassOf	MP:0001330	
WARN	multiple_asserted_superclasses	MP:0001346	rdfs:subClassOf	MP:0008968	
WARN	multiple_asserted_superclasses	MP:0001346	rdfs:subClassOf	MP:0013558	
WARN	multiple_asserted_superclasses	MP:0001348	rdfs:subClassOf	MP:0013450	
WARN	multiple_asserted_superclasses	MP:0001348	rdfs:subClassOf	MP:0013559	
WARN	multiple_asserted_superclasses	MP:0001353	rdfs:subClassOf	MP:0002557	
WARN	multiple_asserted_superclasses	MP:0001353	rdfs:subClassOf	MP:0005655	
WARN	multiple_asserted_superclasses	MP:0001355	rdfs:subClassOf	MP:0002557	
WARN	multiple_asserted_superclasses	MP:0001355	rdfs:subClassOf	MP:0005656	
WARN	multiple_asserted_superclasses	MP:0001379	rdfs:subClassOf	MP:0003698	
WARN	multiple_asserted_superclasses	MP:0001379	rdfs:subClassOf	MP:0009697	
WARN	multiple_asserted_superclasses	MP:0001389	rdfs:subClassOf	MP:0001388	
WARN	multiple_asserted_superclasses	MP:0001389	rdfs:subClassOf	MP:0005253	
WARN	multiple_asserted_superclasses	MP:0001393	rdfs:subClassOf	MP:0001516	
WARN	multiple_asserted_superclasses	MP:0001393	rdfs:subClassOf	MP:0003312	
WARN	multiple_asserted_superclasses	MP:0001410	rdfs:subClassOf	MP:0000436	
WARN	multiple_asserted_superclasses	MP:0001410	rdfs:subClassOf	MP:0001408	
WARN	multiple_asserted_superclasses	MP:0001412	rdfs:subClassOf	MP:0001408	
WARN	multiple_asserted_superclasses	MP:0001412	rdfs:subClassOf	MP:0001440	
WARN	multiple_asserted_superclasses	MP:0001413	rdfs:subClassOf	MP:0002063	
WARN	multiple_asserted_superclasses	MP:0001413	rdfs:subClassOf	MP:0003107	
WARN	multiple_asserted_superclasses	MP:0001425	rdfs:subClassOf	MP:0001422	
WARN	multiple_asserted_superclasses	MP:0001425	rdfs:subClassOf	MP:0009745	
WARN	multiple_asserted_superclasses	MP:0001469	rdfs:subClassOf	MP:0001468	
WARN	multiple_asserted_superclasses	MP:0001469	rdfs:subClassOf	MP:0002062	
WARN	multiple_asserted_superclasses	MP:0001491	rdfs:subClassOf	MP:0004270	
WARN	multiple_asserted_superclasses	MP:0001491	rdfs:subClassOf	MP:0005316	
WARN	multiple_asserted_superclasses	MP:0001496	rdfs:subClassOf	MP:0000947	
WARN	multiple_asserted_superclasses	MP:0001496	rdfs:subClassOf	MP:0009358	
WARN	multiple_asserted_superclasses	MP:0001522	rdfs:subClassOf	MP:0001516	
WARN	multiple_asserted_superclasses	MP:0001522	rdfs:subClassOf	MP:0003312	
WARN	multiple_asserted_superclasses	MP:0001524	rdfs:subClassOf	MP:0001516	
WARN	multiple_asserted_superclasses	MP:0001524	rdfs:subClassOf	MP:0003312	
WARN	multiple_asserted_superclasses	MP:0001527	rdfs:subClassOf	MP:0001516	
WARN	multiple_asserted_superclasses	MP:0001527	rdfs:subClassOf	MP:0003312	
WARN	multiple_asserted_superclasses	MP:0001539	rdfs:subClassOf	MP:0002759	
WARN	multiple_asserted_superclasses	MP:0001539	rdfs:subClassOf	MP:0004645	
WARN	multiple_asserted_superclasses	MP:0001541	rdfs:subClassOf	MP:0002451	
WARN	multiple_asserted_superclasses	MP:0001541	rdfs:subClassOf	MP:0002998	
WARN	multiple_asserted_superclasses	MP:0001552	rdfs:subClassOf	MP:0005317	
WARN	multiple_asserted_superclasses	MP:0001552	rdfs:subClassOf	MP:0011969	
WARN	multiple_asserted_superclasses	MP:0001553	rdfs:subClassOf	MP:0003949	
WARN	multiple_asserted_superclasses	MP:0001553	rdfs:subClassOf	MP:0010358	
WARN	multiple_asserted_superclasses	MP:0001554	rdfs:subClassOf	MP:0001553	
WARN	multiple_asserted_superclasses	MP:0001554	rdfs:subClassOf	MP:0005281	
WARN	multiple_asserted_superclasses	MP:0001556	rdfs:subClassOf	MP:0000184	
WARN	multiple_asserted_superclasses	MP:0001556	rdfs:subClassOf	MP:0005178	
WARN	multiple_asserted_superclasses	MP:0001560	rdfs:subClassOf	MP:0002078	
WARN	multiple_asserted_superclasses	MP:0001560	rdfs:subClassOf	MP:0005418	
WARN	multiple_asserted_superclasses	MP:0001562	rdfs:subClassOf	MP:0004231	
WARN	multiple_asserted_superclasses	MP:0001562	rdfs:subClassOf	MP:0006357	
WARN	multiple_asserted_superclasses	MP:0001565	rdfs:subClassOf	MP:0001765	
WARN	multiple_asserted_superclasses	MP:0001565	rdfs:subClassOf	MP:0006357	
WARN	multiple_asserted_superclasses	MP:0001570	rdfs:subClassOf	MP:0005319	
WARN	multiple_asserted_superclasses	MP:0001570	rdfs:subClassOf	MP:0005416	
WARN	multiple_asserted_superclasses	MP:0001575	rdfs:subClassOf	MP:0001574	
WARN	multiple_asserted_superclasses	MP:0001575	rdfs:subClassOf	MP:0009642	
WARN	multiple_asserted_superclasses	MP:0001586	rdfs:subClassOf	MP:0002447	
WARN	multiple_asserted_superclasses	MP:0001586	rdfs:subClassOf	MP:0013661	
WARN	multiple_asserted_superclasses	MP:0001649	rdfs:subClassOf	MP:0000458	
WARN	multiple_asserted_superclasses	MP:0001649	rdfs:subClassOf	MP:0030877	
WARN	multiple_asserted_superclasses	MP:0001652	rdfs:subClassOf	MP:0000316	
WARN	multiple_asserted_superclasses	MP:0001652	rdfs:subClassOf	MP:0000495	
WARN	multiple_asserted_superclasses	MP:0001653	rdfs:subClassOf	MP:0000316	
WARN	multiple_asserted_superclasses	MP:0001653	rdfs:subClassOf	MP:0000470	
WARN	multiple_asserted_superclasses	MP:0001654	rdfs:subClassOf	MP:0000316	
WARN	multiple_asserted_superclasses	MP:0001654	rdfs:subClassOf	MP:0000598	
WARN	multiple_asserted_superclasses	MP:0001671	rdfs:subClassOf	MP:0001666	
WARN	multiple_asserted_superclasses	MP:0001671	rdfs:subClassOf	MP:0004019	
WARN	multiple_asserted_superclasses	MP:0001676	rdfs:subClassOf	MP:0005650	
WARN	multiple_asserted_superclasses	MP:0001676	rdfs:subClassOf	MP:0014139	
WARN	multiple_asserted_superclasses	MP:0001697	rdfs:subClassOf	MP:0002088	
WARN	multiple_asserted_superclasses	MP:0001697	rdfs:subClassOf	MP:0010866	
WARN	multiple_asserted_superclasses	MP:0001697	rdfs:subClassOf	MP:0014134	
WARN	multiple_asserted_superclasses	MP:0001723	rdfs:subClassOf	MP:0001718	
WARN	multiple_asserted_superclasses	MP:0001723	rdfs:subClassOf	MP:0003229	
WARN	multiple_asserted_superclasses	MP:0001745	rdfs:subClassOf	MP:0003367	
WARN	multiple_asserted_superclasses	MP:0001745	rdfs:subClassOf	MP:0005345	
WARN	multiple_asserted_superclasses	MP:0001748	rdfs:subClassOf	MP:0005117	
WARN	multiple_asserted_superclasses	MP:0001748	rdfs:subClassOf	MP:0005129	
WARN	multiple_asserted_superclasses	MP:0001750	rdfs:subClassOf	MP:0003362	
WARN	multiple_asserted_superclasses	MP:0001750	rdfs:subClassOf	MP:0005117	
WARN	multiple_asserted_superclasses	MP:0001750	rdfs:subClassOf	MP:0005131	
